model,original_model_name,archive_source,model_used,task_id,dataset_name,n_classes,accuracy_mean,accuracy_ci_lower,accuracy_ci_upper,accuracy_std,accuracy_n_runs,balanced_accuracy_mean,balanced_accuracy_ci_lower,balanced_accuracy_ci_upper,balanced_accuracy_std,balanced_accuracy_n_runs,f1_macro_mean,f1_macro_ci_lower,f1_macro_ci_upper,f1_macro_std,f1_macro_n_runs,f1_micro_mean,f1_micro_ci_lower,f1_micro_ci_upper,f1_micro_std,f1_micro_n_runs,f1_weighted_mean,f1_weighted_ci_lower,f1_weighted_ci_upper,f1_weighted_std,f1_weighted_n_runs,precision_macro_mean,precision_macro_ci_lower,precision_macro_ci_upper,precision_macro_std,precision_macro_n_runs,recall_macro_mean,recall_macro_ci_lower,recall_macro_ci_upper,recall_macro_std,recall_macro_n_runs,roc_auc_mean,roc_auc_ci_lower,roc_auc_ci_upper,roc_auc_std,roc_auc_n_runs
CLAM,CLAM-t-SNE-tabular,clam-cls,,3917,kc1,2,0.785,,,0.0,1,0.723,,,0.0,1,0.684,,,0.0,1,0.785,,,0.0,1,0.8,,,0.0,1,0.668,,,0.0,1,0.723,,,0.0,1,0.723,,,0.0,1
CLAM,CLAM-t-SNE-tabular,clam-cls,,3918,pc1,2,0.855,,,0.0,1,0.607,,,0.0,1,0.588,,,0.0,1,0.855,,,0.0,1,0.867,,,0.0,1,0.578,,,0.0,1,0.607,,,0.0,1,0.607,,,0.0,1
CLAM,CLAM-t-SNE-tabular,clam-cls,,43,spambase,2,0.945,,,0.0,1,0.944,,,0.0,1,0.944,,,0.0,1,0.945,,,0.0,1,0.945,,,0.0,1,0.945,,,0.0,1,0.944,,,0.0,1,0.944,,,0.0,1
CLAM,CLAM-t-SNE-tabular,clam-cls,,45,splice,3,0.955,,,0.0,1,0.953,,,0.0,1,0.95,,,0.0,1,0.955,,,0.0,1,0.955,,,0.0,1,0.949,,,0.0,1,0.953,,,0.0,1,,,,,0
CLAM,CLAM-t-SNE-tabular,clam-cls,,49,tic-tac-toe,2,0.969,,,0.0,1,0.955,,,0.0,1,0.965,,,0.0,1,0.969,,,0.0,1,0.968,,,0.0,1,0.977,,,0.0,1,0.955,,,0.0,1,0.955,,,0.0,1
CLAM,CLAM-t-SNE-tabular,clam-cls,,53,vehicle,4,0.882,,,0.0,1,0.865,,,0.0,1,0.865,,,0.0,1,0.882,,,0.0,1,0.882,,,0.0,1,0.865,,,0.0,1,0.865,,,0.0,1,,,,,0
CLAM,CLAM-t-SNE-tabular,clam-cls,,6,letter,26,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0,,,,,0
CLAM,CLAM-t-SNE-tabular,clam-cls,,7592,adult,2,0.86,,,0.0,1,0.756,,,0.0,1,0.785,,,0.0,1,0.86,,,0.0,1,0.85,,,0.0,1,0.843,,,0.0,1,0.756,,,0.0,1,0.756,,,0.0,1
CLAM,CLAM-t-SNE-tabular,clam-cls,,9910,Bioresponse,2,0.68,,,0.0,1,0.652,,,0.0,1,0.655,,,0.0,1,0.68,,,0.0,1,0.676,,,0.0,1,0.66,,,0.0,1,0.652,,,0.0,1,0.652,,,0.0,1
CLAM,CLAM-t-SNE-tabular,clam-cls,,9946,wdbc,2,0.904,,,0.0,1,0.918,,,0.0,1,0.901,,,0.0,1,0.904,,,0.0,1,0.905,,,0.0,1,0.896,,,0.0,1,0.918,,,0.0,1,0.918,,,0.0,1
CLAM,CLAM-t-SNE-tabular,clam-cls,,9952,phoneme,2,0.85,,,0.0,1,0.848,,,0.0,1,0.826,,,0.0,1,0.85,,,0.0,1,0.854,,,0.0,1,0.813,,,0.0,1,0.848,,,0.0,1,0.848,,,0.0,1
CLAM,CLAM-t-SNE-tabular,clam-cls,,9957,qsar-biodeg,2,0.825,,,0.0,1,0.82,,,0.0,1,0.81,,,0.0,1,0.825,,,0.0,1,0.827,,,0.0,1,0.803,,,0.0,1,0.82,,,0.0,1,0.82,,,0.0,1
CLAM,CLAM-t-SNE-tabular,clam-cls,,9960,wall-robot-navigation,4,0.985,,,0.0,1,0.992,,,0.0,1,0.988,,,0.0,1,0.985,,,0.0,1,0.985,,,0.0,1,0.984,,,0.0,1,0.992,,,0.0,1,,,,,0
CLAM,CLAM-t-SNE-tabular,clam-cls,,9964,semeion,10,0.895,,,0.0,1,0.899,,,0.0,1,0.893,,,0.0,1,0.895,,,0.0,1,0.894,,,0.0,1,0.895,,,0.0,1,0.899,,,0.0,1,,,,,0
CLAM,CLAM-t-SNE-tabular,clam-cls,,9971,ilpd,2,0.675,,,0.0,1,0.629,,,0.0,1,0.613,,,0.0,1,0.675,,,0.0,1,0.689,,,0.0,1,0.609,,,0.0,1,0.629,,,0.0,1,0.629,,,0.0,1
CLAM,CLAM-t-SNE-tabular,clam-cls,,9976,madelon,2,0.855,,,0.0,1,0.853,,,0.0,1,0.853,,,0.0,1,0.855,,,0.0,1,0.853,,,0.0,1,0.872,,,0.0,1,0.853,,,0.0,1,0.853,,,0.0,1
CLAM,CLAM-t-SNE-tabular,clam-cls,,9977,nomao,2,0.94,,,0.0,1,0.913,,,0.0,1,0.926,,,0.0,1,0.94,,,0.0,1,0.939,,,0.0,1,0.941,,,0.0,1,0.913,,,0.0,1,0.913,,,0.0,1
CLAM,CLAM-t-SNE-tabular,clam-cls,,9978,ozone-level-8hr,2,0.93,,,0.0,1,0.584,,,0.0,1,0.593,,,0.0,1,0.93,,,0.0,1,0.926,,,0.0,1,0.604,,,0.0,1,0.584,,,0.0,1,0.584,,,0.0,1
CLAM,CLAM-t-SNE-tabular,clam-cls,,9981,cnae-9,9,0.9,,,0.0,1,0.9,,,0.0,1,0.898,,,0.0,1,0.9,,,0.0,1,0.901,,,0.0,1,0.901,,,0.0,1,0.9,,,0.0,1,,,,,0
CLAM,CLAM-t-SNE-tabular,clam-cls,,9985,first-order-theorem-proving,6,0.555,,,0.0,1,0.408,,,0.0,1,0.394,,,0.0,1,0.555,,,0.0,1,0.515,,,0.0,1,0.426,,,0.0,1,0.408,,,0.0,1,,,,,0
jolt,JOLT,jolt,,10093,banknote-authentication,2,0.51,,,0.0,1,0.495,,,0.0,1,0.487,,,0.0,1,0.51,,,0.0,1,0.497,,,0.0,1,0.495,,,0.0,1,0.495,,,0.0,1,0.506,,,0.0,1
jolt,JOLT,jolt,,10101,blood-transfusion-service-center,2,0.747,,,0.0,1,0.496,,,0.0,1,0.427,,,0.0,1,0.747,,,0.0,1,0.644,,,0.0,1,0.376,,,0.0,1,0.496,,,0.0,1,0.496,,,0.0,1
jolt,JOLT,jolt,,11,balance-scale,3,0.44,,,0.0,1,0.327,,,0.0,1,0.293,,,0.0,1,0.44,,,0.0,1,0.397,,,0.0,1,0.297,,,0.0,1,0.327,,,0.0,1,0.454,,,0.0,1
jolt,JOLT,jolt,,12,mfeat-factors,10,0.115,,,0.0,1,0.103,,,0.0,1,0.0652,,,0.0,1,0.115,,,0.0,1,0.0725,,,0.0,1,0.0535,,,0.0,1,0.103,,,0.0,1,0.54,,,0.0,1
jolt,JOLT,jolt,,125920,dresses-sales,2,0.57,,,0.0,1,0.501,,,0.0,1,0.419,,,0.0,1,0.57,,,0.0,1,0.466,,,0.0,1,0.505,,,0.0,1,0.501,,,0.0,1,0.517,,,0.0,1
jolt,JOLT,jolt,,125922,texture,11,0.095,,,0.0,1,0.101,,,0.0,1,0.0728,,,0.0,1,0.095,,,0.0,1,0.0769,,,0.0,1,0.0887,,,0.0,1,0.101,,,0.0,1,0.531,,,0.0,1
jolt,JOLT,jolt,,14,mfeat-fourier,10,0.095,,,0.0,1,0.0994,,,0.0,1,0.0641,,,0.0,1,0.095,,,0.0,1,0.0616,,,0.0,1,0.0682,,,0.0,1,0.0994,,,0.0,1,0.516,,,0.0,1
jolt,JOLT,jolt,,146195,connect-4,3,0.68,,,0.0,1,0.345,,,0.0,1,0.312,,,0.0,1,0.68,,,0.0,1,0.582,,,0.0,1,0.448,,,0.0,1,0.345,,,0.0,1,0.532,,,0.0,1
jolt,JOLT,jolt,,146800,MiceProtein,8,0.16,,,0.0,1,0.137,,,0.0,1,0.0873,,,0.0,1,0.16,,,0.0,1,0.0919,,,0.0,1,0.154,,,0.0,1,0.137,,,0.0,1,,,,,0
jolt,JOLT,jolt,,146817,steel-plates-fault,7,0.275,,,0.0,1,0.143,,,0.0,1,0.128,,,0.0,1,0.275,,,0.0,1,0.208,,,0.0,1,0.225,,,0.0,1,0.143,,,0.0,1,0.493,,,0.0,1
jolt,JOLT,jolt,,146819,climate-model-simulation-crashes,2,0.907,,,0.0,1,0.5,,,0.0,1,0.476,,,0.0,1,0.907,,,0.0,1,0.863,,,0.0,1,0.454,,,0.0,1,0.5,,,0.0,1,0.535,,,0.0,1
jolt,JOLT,jolt,,146820,wilt,2,0.875,,,0.0,1,0.47,,,0.0,1,0.467,,,0.0,1,0.875,,,0.0,1,0.868,,,0.0,1,0.463,,,0.0,1,0.47,,,0.0,1,0.5,,,0.0,1
jolt,JOLT,jolt,,146821,car,4,0.6,,,0.0,1,0.246,,,0.0,1,0.23,,,0.0,1,0.6,,,0.0,1,0.54,,,0.0,1,0.236,,,0.0,1,0.246,,,0.0,1,0.53,,,0.0,1
jolt,JOLT,jolt,,146822,segment,7,0.145,,,0.0,1,0.148,,,0.0,1,0.121,,,0.0,1,0.145,,,0.0,1,0.123,,,0.0,1,0.13,,,0.0,1,0.148,,,0.0,1,,,,,0
jolt,JOLT,jolt,,146824,mfeat-pixel,10,0.125,,,0.0,1,0.122,,,0.0,1,0.0913,,,0.0,1,0.125,,,0.0,1,0.0942,,,0.0,1,0.0895,,,0.0,1,0.122,,,0.0,1,0.525,,,0.0,1
jolt,JOLT,jolt,,146825,Fashion-MNIST,10,0.135,,,0.0,1,0.11,,,0.0,1,0.0492,,,0.0,1,0.135,,,0.0,1,0.0559,,,0.0,1,0.0387,,,0.0,1,0.11,,,0.0,1,,,,,0
jolt,JOLT,jolt,,14952,PhishingWebsites,2,0.555,,,0.0,1,0.494,,,0.0,1,0.377,,,0.0,1,0.555,,,0.0,1,0.42,,,0.0,1,0.448,,,0.0,1,0.494,,,0.0,1,0.494,,,0.0,1
jolt,JOLT,jolt,,14954,cylinder-bands,2,0.509,,,0.0,1,0.473,,,0.0,1,0.427,,,0.0,1,0.509,,,0.0,1,0.451,,,0.0,1,0.454,,,0.0,1,0.473,,,0.0,1,0.473,,,0.0,1
jolt,JOLT,jolt,,14965,bank-marketing,2,0.805,,,0.0,1,0.492,,,0.0,1,0.47,,,0.0,1,0.805,,,0.0,1,0.757,,,0.0,1,0.474,,,0.0,1,0.492,,,0.0,1,0.435,,,0.0,1
jolt,JOLT,jolt,,14969,GesturePhaseSegmentationProcessed,5,0.23,,,0.0,1,0.197,,,0.0,1,0.195,,,0.0,1,0.23,,,0.0,1,0.221,,,0.0,1,0.2,,,0.0,1,0.197,,,0.0,1,0.493,,,0.0,1
jolt,JOLT,jolt,,14970,har,6,0.17,,,0.0,1,0.178,,,0.0,1,0.151,,,0.0,1,0.17,,,0.0,1,0.155,,,0.0,1,0.15,,,0.0,1,0.178,,,0.0,1,0.498,,,0.0,1
jolt,JOLT,jolt,,15,breast-w,2,0.564,,,0.0,1,0.498,,,0.0,1,0.498,,,0.0,1,0.564,,,0.0,1,0.563,,,0.0,1,0.498,,,0.0,1,0.498,,,0.0,1,0.498,,,0.0,1
jolt,JOLT,jolt,,16,mfeat-karhunen,10,0.12,,,0.0,1,0.111,,,0.0,1,0.0603,,,0.0,1,0.12,,,0.0,1,0.0654,,,0.0,1,0.0637,,,0.0,1,0.111,,,0.0,1,0.53,,,0.0,1
jolt,JOLT,jolt,,167119,jungle_chess_2pcs_raw_endgame_complete,3,0.54,,,0.0,1,0.353,,,0.0,1,0.296,,,0.0,1,0.54,,,0.0,1,0.436,,,0.0,1,0.357,,,0.0,1,0.353,,,0.0,1,0.498,,,0.0,1
jolt,JOLT,jolt,,167120,numerai28.6,2,0.48,,,0.0,1,0.484,,,0.0,1,0.407,,,0.0,1,0.48,,,0.0,1,0.405,,,0.0,1,0.467,,,0.0,1,0.484,,,0.0,1,0.503,,,0.0,1
jolt,JOLT,jolt,,167125,Internet-Advertisements,2,0.775,,,0.0,1,0.5,,,0.0,1,0.437,,,0.0,1,0.775,,,0.0,1,0.677,,,0.0,1,0.388,,,0.0,1,0.5,,,0.0,1,0.5,,,0.0,1
jolt,JOLT,jolt,,167140,dna,3,0.47,,,0.0,1,0.323,,,0.0,1,0.213,,,0.0,1,0.47,,,0.0,1,0.31,,,0.0,1,0.159,,,0.0,1,0.323,,,0.0,1,,,,,0
jolt,JOLT,jolt,,167141,churn,2,0.88,,,0.0,1,0.5,,,0.0,1,0.468,,,0.0,1,0.88,,,0.0,1,0.824,,,0.0,1,0.44,,,0.0,1,0.5,,,0.0,1,0.409,,,0.0,1
jolt,JOLT,jolt,,18,mfeat-morphological,10,0.135,,,0.0,1,0.132,,,0.0,1,0.12,,,0.0,1,0.135,,,0.0,1,0.122,,,0.0,1,0.139,,,0.0,1,0.132,,,0.0,1,0.519,,,0.0,1
jolt,JOLT,jolt,,2074,satimage,6,0.18,,,0.0,1,0.137,,,0.0,1,0.122,,,0.0,1,0.18,,,0.0,1,0.153,,,0.0,1,0.119,,,0.0,1,0.137,,,0.0,1,0.489,,,0.0,1
jolt,JOLT,jolt,,2079,eucalyptus,5,0.203,,,0.0,1,0.197,,,0.0,1,0.185,,,0.0,1,0.203,,,0.0,1,0.19,,,0.0,1,0.182,,,0.0,1,0.197,,,0.0,1,,,,,0
jolt,JOLT,jolt,,219,electricity,2,0.565,,,0.0,1,0.528,,,0.0,1,0.51,,,0.0,1,0.565,,,0.0,1,0.533,,,0.0,1,0.539,,,0.0,1,0.528,,,0.0,1,0.513,,,0.0,1
jolt,JOLT,jolt,,22,mfeat-zernike,10,0.09,,,0.0,1,0.0825,,,0.0,1,0.0382,,,0.0,1,0.09,,,0.0,1,0.041,,,0.0,1,0.0284,,,0.0,1,0.0825,,,0.0,1,0.521,,,0.0,1
jolt,JOLT,jolt,,23,cmc,3,0.345,,,0.0,1,0.315,,,0.0,1,0.313,,,0.0,1,0.345,,,0.0,1,0.349,,,0.0,1,0.319,,,0.0,1,0.315,,,0.0,1,0.478,,,0.0,1
jolt,JOLT,jolt,,28,optdigits,10,0.095,,,0.0,1,0.0967,,,0.0,1,0.0772,,,0.0,1,0.095,,,0.0,1,0.0772,,,0.0,1,0.0767,,,0.0,1,0.0967,,,0.0,1,0.494,,,0.0,1
jolt,JOLT,jolt,,29,credit-approval,2,0.507,,,0.0,1,0.509,,,0.0,1,0.499,,,0.0,1,0.507,,,0.0,1,0.498,,,0.0,1,0.51,,,0.0,1,0.509,,,0.0,1,0.509,,,0.0,1
jolt,JOLT,jolt,,3,kr-vs-kp,2,0.52,,,0.0,1,0.5,,,0.0,1,0.342,,,0.0,1,0.52,,,0.0,1,0.356,,,0.0,1,0.26,,,0.0,1,0.5,,,0.0,1,0.535,,,0.0,1
jolt,JOLT,jolt,,3021,sick,2,0.95,,,0.0,1,0.547,,,0.0,1,0.57,,,0.0,1,0.95,,,0.0,1,0.934,,,0.0,1,0.727,,,0.0,1,0.547,,,0.0,1,0.547,,,0.0,1
jolt,JOLT,jolt,,3022,vowel,11,0.0859,,,0.0,1,0.0761,,,0.0,1,0.0533,,,0.0,1,0.0859,,,0.0,1,0.0601,,,0.0,1,0.0439,,,0.0,1,0.0761,,,0.0,1,0.475,,,0.0,1
jolt,JOLT,jolt,,31,credit-g,2,0.67,,,0.0,1,0.475,,,0.0,1,0.401,,,0.0,1,0.67,,,0.0,1,0.566,,,0.0,1,0.347,,,0.0,1,0.475,,,0.0,1,0.399,,,0.0,1
jolt,JOLT,jolt,,32,pendigits,10,0.11,,,0.0,1,0.103,,,0.0,1,0.0933,,,0.0,1,0.11,,,0.0,1,0.0994,,,0.0,1,0.0978,,,0.0,1,0.103,,,0.0,1,0.495,,,0.0,1
jolt,JOLT,jolt,,3481,isolet,26,0.05,,,0.0,1,0.0576,,,0.0,1,0.0291,,,0.0,1,0.05,,,0.0,1,0.0288,,,0.0,1,0.0328,,,0.0,1,0.0576,,,0.0,1,,,,,0
jolt,JOLT,jolt,,3549,analcatdata_authorship,4,0.361,,,0.0,1,0.246,,,0.0,1,0.201,,,0.0,1,0.361,,,0.0,1,0.293,,,0.0,1,0.173,,,0.0,1,0.246,,,0.0,1,0.486,,,0.0,1
jolt,JOLT,jolt,,3560,analcatdata_dmft,6,0.169,,,0.0,1,0.149,,,0.0,1,0.0768,,,0.0,1,0.169,,,0.0,1,0.0923,,,0.0,1,0.0574,,,0.0,1,0.149,,,0.0,1,,,,,0
jolt,JOLT,jolt,,37,diabetes,2,0.617,,,0.0,1,0.484,,,0.0,1,0.397,,,0.0,1,0.617,,,0.0,1,0.501,,,0.0,1,0.401,,,0.0,1,0.484,,,0.0,1,0.49,,,0.0,1
jolt,JOLT,jolt,,3902,pc4,2,0.115,,,0.0,1,0.5,,,0.0,1,0.103,,,0.0,1,0.115,,,0.0,1,0.0237,,,0.0,1,0.0575,,,0.0,1,0.5,,,0.0,1,0.5,,,0.0,1
jolt,JOLT,jolt,,3903,pc3,2,0.1,,,0.0,1,0.5,,,0.0,1,0.0909,,,0.0,1,0.1,,,0.0,1,0.0182,,,0.0,1,0.05,,,0.0,1,0.5,,,0.0,1,0.5,,,0.0,1
jolt,JOLT,jolt,,3904,jm1,2,0.215,,,0.0,1,0.5,,,0.0,1,0.177,,,0.0,1,0.215,,,0.0,1,0.0761,,,0.0,1,0.108,,,0.0,1,0.5,,,0.0,1,0.5,,,0.0,1
jolt,JOLT,jolt,,3913,kc2,2,0.733,,,0.0,1,0.481,,,0.0,1,0.423,,,0.0,1,0.733,,,0.0,1,0.645,,,0.0,1,0.377,,,0.0,1,0.481,,,0.0,1,0.481,,,0.0,1
jolt,JOLT,jolt,,3917,kc1,2,0.175,,,0.0,1,0.5,,,0.0,1,0.149,,,0.0,1,0.175,,,0.0,1,0.0521,,,0.0,1,0.0875,,,0.0,1,0.5,,,0.0,1,0.5,,,0.0,1
jolt,JOLT,jolt,,3918,pc1,2,0.08,,,0.0,1,0.5,,,0.0,1,0.0741,,,0.0,1,0.08,,,0.0,1,0.0119,,,0.0,1,0.04,,,0.0,1,0.5,,,0.0,1,0.5,,,0.0,1
jolt,JOLT,jolt,,43,spambase,2,0.495,,,0.0,1,0.462,,,0.0,1,0.396,,,0.0,1,0.495,,,0.0,1,0.418,,,0.0,1,0.422,,,0.0,1,0.462,,,0.0,1,0.462,,,0.0,1
jolt,JOLT,jolt,,45,splice,3,0.39,,,0.0,1,0.31,,,0.0,1,0.254,,,0.0,1,0.39,,,0.0,1,0.311,,,0.0,1,0.239,,,0.0,1,0.31,,,0.0,1,,,,,0
jolt,JOLT,jolt,,49,tic-tac-toe,2,0.651,,,0.0,1,0.503,,,0.0,1,0.408,,,0.0,1,0.651,,,0.0,1,0.523,,,0.0,1,0.576,,,0.0,1,0.503,,,0.0,1,0.454,,,0.0,1
jolt,JOLT,jolt,,53,vehicle,4,0.3,,,0.0,1,0.28,,,0.0,1,0.268,,,0.0,1,0.3,,,0.0,1,0.286,,,0.0,1,0.27,,,0.0,1,0.28,,,0.0,1,0.518,,,0.0,1
jolt,JOLT,jolt,,6,letter,26,0.02,,,0.0,1,0.0193,,,0.0,1,0.0161,,,0.0,1,0.02,,,0.0,1,0.019,,,0.0,1,0.0588,,,0.0,1,0.0193,,,0.0,1,0.517,,,0.0,1
jolt,JOLT,jolt,,7592,adult,2,0.72,,,0.0,1,0.484,,,0.0,1,0.435,,,0.0,1,0.72,,,0.0,1,0.64,,,0.0,1,0.43,,,0.0,1,0.484,,,0.0,1,0.615,,,0.0,1
jolt,JOLT,jolt,,9910,Bioresponse,2,0.415,,,0.0,1,0.466,,,0.0,1,0.407,,,0.0,1,0.415,,,0.0,1,0.391,,,0.0,1,0.459,,,0.0,1,0.466,,,0.0,1,0.466,,,0.0,1
jolt,JOLT,jolt,,9946,wdbc,2,0.526,,,0.0,1,0.496,,,0.0,1,0.496,,,0.0,1,0.526,,,0.0,1,0.526,,,0.0,1,0.496,,,0.0,1,0.496,,,0.0,1,0.504,,,0.0,1
jolt,JOLT,jolt,,9952,phoneme,2,0.65,,,0.0,1,0.523,,,0.0,1,0.52,,,0.0,1,0.65,,,0.0,1,0.628,,,0.0,1,0.53,,,0.0,1,0.523,,,0.0,1,0.545,,,0.0,1
jolt,JOLT,jolt,,9957,qsar-biodeg,2,0.6,,,0.0,1,0.462,,,0.0,1,0.407,,,0.0,1,0.6,,,0.0,1,0.519,,,0.0,1,0.402,,,0.0,1,0.462,,,0.0,1,0.406,,,0.0,1
jolt,JOLT,jolt,,9960,wall-robot-navigation,4,0.415,,,0.0,1,0.242,,,0.0,1,0.219,,,0.0,1,0.415,,,0.0,1,0.364,,,0.0,1,0.229,,,0.0,1,0.242,,,0.0,1,0.51,,,0.0,1
jolt,JOLT,jolt,,9964,semeion,10,0.085,,,0.0,1,0.107,,,0.0,1,0.0629,,,0.0,1,0.085,,,0.0,1,0.0559,,,0.0,1,0.0574,,,0.0,1,0.107,,,0.0,1,,,,,0
jolt,JOLT,jolt,,9971,ilpd,2,0.726,,,0.0,1,0.489,,,0.0,1,0.421,,,0.0,1,0.726,,,0.0,1,0.626,,,0.0,1,0.37,,,0.0,1,0.489,,,0.0,1,0.585,,,0.0,1
jolt,JOLT,jolt,,9976,madelon,2,0.49,,,0.0,1,0.5,,,0.0,1,0.329,,,0.0,1,0.49,,,0.0,1,0.322,,,0.0,1,0.245,,,0.0,1,0.5,,,0.0,1,0.518,,,0.0,1
jolt,JOLT,jolt,,9977,nomao,2,0.6,,,0.0,1,0.529,,,0.0,1,0.528,,,0.0,1,0.6,,,0.0,1,0.604,,,0.0,1,0.528,,,0.0,1,0.529,,,0.0,1,0.529,,,0.0,1
jolt,JOLT,jolt,,9978,ozone-level-8hr,2,0.95,,,0.0,1,0.5,,,0.0,1,0.487,,,0.0,1,0.95,,,0.0,1,0.926,,,0.0,1,0.475,,,0.0,1,0.5,,,0.0,1,0.487,,,0.0,1
jolt,JOLT,jolt,,9985,first-order-theorem-proving,6,0.355,,,0.0,1,0.158,,,0.0,1,0.118,,,0.0,1,0.355,,,0.0,1,0.246,,,0.0,1,0.114,,,0.0,1,0.158,,,0.0,1,,,,,0
catboost,catboost,tabular_baselines,,10093,banknote-authentication,2,1.0,1.0,1.0,0.0,3,1.0,1.0,1.0,0.0,3,1.0,1.0,1.0,0.0,3,,,,,0,,,,,0,,,,,0,,,,,0,1.0,1.0,1.0,0.0,3
catboost,catboost,tabular_baselines,,10101,blood-transfusion-service-center,2,0.749,0.672,0.826,0.0254,3,0.592,0.501,0.682,0.0297,3,0.598,0.5,0.696,0.0322,3,,,,,0,,,,,0,,,,,0,,,,,0,0.683,0.584,0.782,0.0327,3
catboost,catboost,tabular_baselines,,11,balance-scale,3,0.926,0.899,0.952,0.00869,3,0.671,0.604,0.737,0.0218,3,0.661,0.57,0.752,0.03,3,,,,,0,,,,,0,,,,,0,,,,,0,0.955,0.9,1.01,0.018,3
catboost,catboost,tabular_baselines,,12,mfeat-factors,10,0.975,0.953,0.997,0.00707,3,0.976,0.954,0.998,0.00728,3,0.975,0.957,0.994,0.006,3,,,,,0,,,,,0,,,,,0,,,,,0,0.999,0.993,1.0,0.00168,3
catboost,catboost,tabular_baselines,,125920,dresses-sales,2,0.587,0.415,0.759,0.0566,3,0.554,0.333,0.775,0.0727,3,0.551,0.329,0.774,0.0731,3,,,,,0,,,,,0,,,,,0,,,,,0,0.612,0.426,0.799,0.0613,3
catboost,catboost,tabular_baselines,,125922,texture,11,0.985,0.973,0.997,0.00408,3,0.985,0.977,0.993,0.00263,3,0.982,0.966,0.998,0.00532,3,,,,,0,,,,,0,,,,,0,,,,,0,1.0,0.999,1.0,0.000153,3
catboost,catboost,tabular_baselines,,14,mfeat-fourier,10,0.808,0.78,0.837,0.00943,3,0.811,0.784,0.838,0.00891,3,0.81,0.779,0.842,0.0103,3,,,,,0,,,,,0,,,,,0,,,,,0,0.983,0.974,0.992,0.00302,3
catboost,catboost,tabular_baselines,,146195,connect-4,3,0.833,0.776,0.891,0.0189,3,0.619,0.49,0.749,0.0425,3,0.615,0.467,0.763,0.0486,3,,,,,0,,,,,0,,,,,0,,,,,0,0.899,0.847,0.952,0.0171,3
catboost,catboost,tabular_baselines,,146800,MiceProtein,8,0.992,0.957,1.03,0.0114,3,0.994,0.971,1.02,0.00786,3,0.993,0.962,1.02,0.0101,3,,,,,0,,,,,0,,,,,0,,,,,0,1.0,1.0,1.0,0.0,3
catboost,catboost,tabular_baselines,,146817,steel-plates-fault,7,0.773,0.705,0.842,0.0225,3,0.805,0.769,0.841,0.0118,3,0.814,0.794,0.835,0.00685,3,,,,,0,,,,,0,,,,,0,,,,,0,0.964,0.943,0.985,0.00689,3
catboost,catboost,tabular_baselines,,146819,climate-model-simulation-crashes,2,0.951,0.869,1.03,0.0267,3,0.753,0.397,1.11,0.117,3,0.796,0.449,1.14,0.114,3,,,,,0,,,,,0,,,,,0,,,,,0,0.961,0.877,1.05,0.0277,3
catboost,catboost,tabular_baselines,,146820,wilt,2,0.993,0.979,1.01,0.00471,3,0.985,0.934,1.04,0.017,3,0.963,0.871,1.05,0.0302,3,,,,,0,,,,,0,,,,,0,,,,,0,0.999,0.997,1.0,0.000724,3
catboost,catboost,tabular_baselines,,146821,car,4,0.975,0.953,0.997,0.00707,3,0.932,0.83,1.03,0.0335,3,0.942,0.905,0.978,0.012,3,,,,,0,,,,,0,,,,,0,,,,,0,0.999,0.998,1.0,0.000438,3
catboost,catboost,tabular_baselines,,146822,segment,7,0.933,0.875,0.992,0.0193,3,0.938,0.898,0.979,0.0134,3,0.936,0.89,0.981,0.015,3,,,,,0,,,,,0,,,,,0,,,,,0,0.996,0.992,1.0,0.00151,3
catboost,catboost,tabular_baselines,,146824,mfeat-pixel,10,0.97,0.948,0.992,0.00707,3,0.972,0.952,0.991,0.00635,3,0.97,0.951,0.988,0.00603,3,,,,,0,,,,,0,,,,,0,,,,,0,0.999,0.997,1.0,0.000746,3
catboost,catboost,tabular_baselines,,146825,Fashion-MNIST,10,0.905,,,0.0,1,0.892,,,0.0,1,0.893,,,0.0,1,,,,,0,,,,,0,,,,,0,,,,,0,0.995,,,0.0,1
catboost,catboost,tabular_baselines,,14952,PhishingWebsites,2,0.968,0.942,0.994,0.0085,3,0.965,0.934,0.996,0.0101,3,0.967,0.942,0.993,0.0084,3,,,,,0,,,,,0,,,,,0,,,,,0,0.996,0.991,1.0,0.0016,3
catboost,catboost,tabular_baselines,,14954,cylinder-bands,2,0.802,0.71,0.894,0.0302,3,0.78,0.632,0.928,0.0487,3,0.784,0.641,0.928,0.0471,3,,,,,0,,,,,0,,,,,0,,,,,0,0.884,0.763,1.0,0.0396,3
catboost,catboost,tabular_baselines,,14965,bank-marketing,2,0.908,0.889,0.927,0.00624,3,0.704,0.623,0.784,0.0264,3,0.731,0.698,0.765,0.011,3,,,,,0,,,,,0,,,,,0,,,,,0,0.953,0.919,0.987,0.0113,3
catboost,catboost,tabular_baselines,,14969,GesturePhaseSegmentationProcessed,5,0.648,0.568,0.728,0.0262,3,0.572,0.48,0.665,0.0305,3,0.589,0.514,0.663,0.0244,3,,,,,0,,,,,0,,,,,0,,,,,0,0.876,0.835,0.918,0.0138,3
catboost,catboost,tabular_baselines,,14970,har,6,0.99,0.99,0.99,1.11e-16,3,0.991,0.989,0.992,0.000589,3,0.99,0.989,0.992,0.000452,3,,,,,0,,,,,0,,,,,0,,,,,0,1.0,1.0,1.0,5.91e-05,3
